,Engagements,Followers at Posting,Date,Day,Month,Day,Time,Hour,Hour_bucket,Type,Description,unique_word_count,character_count,Tag_Number,Hashtag_Number,Hashtags,Tags
134,,35413065,3/15/2019,Friday,3,15,21:15,21,8,Video,?? @jharden13 to @ccapela15 ??,18,30,2,0,[],"['@jharden13', '@ccapela15']"
135,,35393121,3/15/2019,Friday,3,15,14:58,14,5,Video,"@giannis_an34 recovers on defense for the ferocious swat! #NBABreakdown
...
??: BUCKS/HEAT
?: 8:00pm/et
??: @nbatv",44,114,2,1,['#NBABreakdown'],"['@giannis_an34', '@nbatv']"
136,,35393121,3/14/2019,Thursday,3,14,23:21,23,8,Video,@swish41 with the fake & triple for the @dallasmavs! (??: @nbaontnt),28,68,3,0,[],"['@swish41', '@dallasmavs!', '@nbaontnt)']"
137,,35393121,3/14/2019,Thursday,3,14,20:53,20,7,Video,GAME NIGHT MOOD... 10:30pm/et @nbaontnt!,27,40,1,0,[],['@nbaontnt!']
138,,35353246,3/13/2019,Wednesday,3,13,23:10,23,8,Video,@stephencurry30???? to @boogiecousins! (??: ESPN),27,49,2,0,[],"['@stephencurry30????', '@boogiecousins!']"
139,,35353246,3/13/2019,Wednesday,3,13,1:17,1,1,Album,14 teams in action... 7 winners Tuesday night!,23,46,0,0,[],[]
140,,35353246,3/12/2019,Tuesday,3,12,21:16,21,8,Video,@joelembiid with the VICIOUS SLAM!,23,34,1,0,[],['@joelembiid']
141,,35338982,3/12/2019,Tuesday,3,12,0:40,0,1,Video,"With this bucket, no one has scored more points off the bench in @nbahistory than @louwillville!",26,96,2,0,[],"['@nbahistory', '@louwillville!']"
142,,35338982,3/11/2019,Monday,3,11,21:41,21,8,Video,@rudygobert27 rolls for the lefty SLAM!,22,39,1,0,[],['@rudygobert27']
143,,35324214,3/11/2019,Monday,3,11,20:51,20,7,Video,The @brooklynnets bench is having FUN!,23,38,1,0,[],['@brooklynnets']
144,,35324214,3/10/2019,Sunday,3,10,23:13,23,8,Album,Swipe through to recap Sundayís nine games!,21,43,0,0,[],[]
145,,35298222,3/10/2019,Sunday,3,10,20:27,20,7,Photo,@elfrid records his second triple-double of the season for the @pelicansnba with 15/10/10. #TripleDoubleAlert,29,109,2,1,['#TripleDoubleAlert'],"['@elfrid', '@pelicansnba']"
146,,35298222,3/10/2019,Sunday,3,10,16:23,16,6,Video,@dwyanewade with the STEAL & SLAM for the @miamiheat!,23,53,2,0,[],"['@dwyanewade', '@miamiheat!']"
147,,35298222,3/10/2019,Sunday,3,10,0:44,0,1,Album,"Saturday wins for the @celtics, @bucks, @timberwolves, @sacramentokings, @brooklynnets & @trailblazers!",28,103,6,0,[],"['@celtics,', '@bucks,', '@timberwolves,', '@sacramentokings,', '@brooklynnets', '@trailblazers!']"
148,,35298222,3/9/2019,Saturday,3,9,21:59,21,8,Photo,@traeyoung notches his first career triple-double for the @atlhawks with 23p/11a/10r! #TripleDoubleAlert,33,104,2,1,['#TripleDoubleAlert'],"['@traeyoung', '@atlhawks']"
149,,35276876,3/9/2019,Saturday,3,9,12:37,12,5,Album,The NBA Standings ahead of todayís action!,21,42,0,0,[],[]
150,,35276876,3/9/2019,Saturday,3,9,8:15,8,3,Album,"???? @okcthunder/@laclippers, thru the lens of @cassyathenaphoto!",23,65,3,0,[],"['@okcthunder/@laclippers,', '@cassyathenaphoto!']"
151,,35254508,3/8/2019,Friday,3,8,17:36,17,6,Album,?? tonightís @nbaonespn doubleheader ??,19,39,1,0,[],['@nbaonespn']
152,,35254508,3/7/2019,Thursday,3,7,23:07,23,8,Video,?? @russwest44 ??,10,17,1,0,[],['@russwest44']
153,,35254508,3/7/2019,Thursday,3,7,23:05,23,8,Video,@giannis_an34 puts up 29p (12 in 4th) and 12r to lead the @bucks at home!,29,73,2,0,[],"['@giannis_an34', '@bucks']"
154,,35230365,3/7/2019,Thursday,3,7,1:43,1,1,Album,20 teams in action... 10 winners Wednesday night!,22,49,0,0,[],[]
155,,35230365,3/6/2019,Wednesday,3,6,22:22,22,8,Album,LeBronís @nbakicks tonight at home! #NBAKicks,24,45,1,1,['#NBAKicks'],['@nbakicks']
156,,35207961,3/6/2019,Wednesday,3,6,1:05,1,1,Video,@kyrieirving (19p/11a/5r) on the ball-movement in big @celtics road W!,30,70,2,0,[],"['@kyrieirving', '@celtics']"
157,,35207961,3/5/2019,Tuesday,3,5,23:44,23,8,Video,@youngamechanger sets up @gordonhayward! (??: @nbaontnt),24,56,3,0,[],"['@youngamechanger', '@gordonhayward!', '@nbaontnt)']"
158,,35207961,3/5/2019,Tuesday,3,5,23:31,23,8,Photo,??1??1?? x ??3??0??,6,19,0,0,[],[]
159,,35207961,3/5/2019,Tuesday,3,5,20:56,20,7,Video,@zachlavine8 THROWS IT DOWN!,22,28,1,0,[],['@zachlavine8']
160,,35182521,3/4/2019,Monday,3,4,22:48,22,8,Video,@antdavis23 skies in for the MONSTER OOP!,26,41,1,0,[],['@antdavis23']
161,,35160936,3/4/2019,Monday,3,4,15:45,15,6,Video,Will Barton or @thebledshow... who had your fave ASSIST of the Week? #StateFarmAssists,31,86,1,1,['#StateFarmAssists'],['@thebledshow...']
162,,35160936,3/4/2019,Monday,3,4,11:33,11,4,Album,?? the NBA STAT LEADERS ahead of Week 21ís NBA action!,28,54,0,0,[],[]
163,,35141177,3/3/2019,Sunday,3,3,17:53,17,6,Video,@jharden13 steps back for 42 points! #NBAonABC,28,46,1,1,['#NBAonABC'],['@jharden13']
164,,35141177,3/2/2019,Saturday,3,2,21:24,21,8,Photo,Congrats to @RajonRondo of the @Lakers for moving up to 20th on the all-time ASSISTS list!,32,90,2,0,[],"['@RajonRondo', '@Lakers']"
165,,35117322,3/2/2019,Saturday,3,2,0:13,0,1,Video,@1ngram4 gets the @staplescenterla UP! (??: ESPN),26,49,2,0,[],"['@1ngram4', '@staplescenterla']"
166,,35117322,3/1/2019,Friday,3,1,23:16,23,8,Video,@1ngram4 spins & goes reverse for the SLAM! (??: ESPN),31,54,1,0,[],['@1ngram4']
167,,35095519,3/1/2019,Friday,3,1,17:09,17,6,Video,@traeyoung of the @atlhawks named Eastern Conference Kia NBA Rookie of the Month for February! #KiaROTM,35,103,2,1,['#KiaROTM'],"['@traeyoung', '@atlhawks']"
168,,35070691,2/28/2019,Thursday,2,28,0:23,0,1,Video,@kingjames & @kuz THROW IT DOWN! (??: ESPN),30,43,2,0,[],"['@kingjames', '@kuz']"
169,,35049125,2/27/2019,Wednesday,2,27,1:36,1,1,Album,"The @raptors, @nyknicks & @nuggets are each victorious on Tuesday night!",23,72,3,0,[],"['@raptors,', '@nyknicks', '@nuggets']"
170,,35049125,2/26/2019,Tuesday,2,26,23:02,23,8,Video,@ygtrece punches it home in transition!,18,39,1,0,[],['@ygtrece']
171,,35027474,2/26/2019,Tuesday,2,26,0:57,0,1,Photo,@lukadoncic notches his 4th career triple-double for the @dallasmavs with 28/10/10. #TripleDoubleAlert,34,102,2,1,['#TripleDoubleAlert'],"['@lukadoncic', '@dallasmavs']"
172,,35027474,2/25/2019,Monday,2,25,22:45,22,8,Photo,"Congrats to @swish41 of the @dallasmavs for becoming the 4th player in @NBAHistory to play in 1,500 games #ThisIsWhyWePlay",37,122,3,1,['#ThisIsWhyWePlay'],"['@swish41', '@dallasmavs', '@NBAHistory']"
173,,35027474,2/25/2019,Monday,2,25,21:31,21,8,Photo,@blakegriffin23 secures his second triple-double of the season for the @detroitpistons with 20/10/10! #TripleDoubleAlert,32,120,2,1,['#TripleDoubleAlert'],"['@blakegriffin23', '@detroitpistons']"
174,,35003678,2/25/2019,Monday,2,25,18:30,18,7,Photo,"With the second longest streak (Wilt, 65 games), @jharden13 looks to continue his 30-point game streak (8:00pm/et NBA League Pass)!",39,131,1,0,[],['@jharden13']
175,,34980018,2/24/2019,Sunday,2,24,19:29,19,7,Video,The @nuggets move the ball! (??: @nbatv),21,40,2,0,[],"['@nuggets', '@nbatv)']"
176,,34980018,2/23/2019,Saturday,2,23,21:38,21,8,Photo,"Congrats to @cp3 of the @houstonrockets for becoming the 8th player in @nbahistory to surpass 9,000 career assists! #ThisIsWhyWePlay",33,132,3,1,['#ThisIsWhyWePlay'],"['@cp3', '@houstonrockets', '@nbahistory']"
177,,34952369,2/22/2019,Friday,2,22,20:45,20,7,Video,?? @traeyoung... need to watch that a few times!,22,48,1,0,[],['@traeyoung...']
178,,34926181,2/22/2019,Friday,2,22,19:13,19,7,Video,@kyle_lowry7 from halfcourt pregame! (??: @espn),27,48,2,0,[],"['@kyle_lowry7', '@espn)']"
179,,34926181,2/22/2019,Friday,2,22,15:38,15,6,Video,"Get pumped for tonightís @okcthunder action (9:30pm/et ESPN), with @russwest44ís clutch moments!",37,96,2,0,[],"['@okcthunder', '@russwest44ís']"
180,,34926181,2/21/2019,Thursday,2,21,23:01,23,8,Video,@stephencurry30 cuts baseline for the SLAM!,25,43,1,0,[],['@stephencurry30']
181,,34797699,2/17/2019,Sunday,2,17,21:11,21,8,Video,@ygtrece off the glass to @giannis_an34!,20,40,2,0,[],"['@ygtrece', '@giannis_an34!']"
182,,34752917,2/17/2019,Sunday,2,17,18:49,18,7,Photo,#TeamGiannis x #NBAAllStar,18,26,0,2,"['#TeamGiannis', '#NBAAllStar']",[]
183,,34752917,2/17/2019,Sunday,2,17,18:18,18,7,Photo,#TeamLeBron x #NBAAllStar,17,25,0,2,"['#TeamLeBron', '#NBAAllStar']",[]
184,,34752917,2/17/2019,Sunday,2,17,10:06,10,4,Video,The BEST MOMENTS from the 2019 #ATTSlamDunk at #NBAAllStar!,28,59,0,2,"['#ATTSlamDunk', '#NBAAllStar!']",[]
185,,34752917,2/16/2019,Saturday,2,16,22:11,22,8,Video,@milesbridges earns the first 50 of the #ATTSlamDunk!!,27,54,1,1,['#ATTSlamDunk!!'],['@milesbridges']
186,,34752917,2/16/2019,Saturday,2,16,20:49,20,7,Video,From halfcourt for the #TacoBellSkills win!,23,43,0,1,['#TacoBellSkills'],[]
187,,34725271,2/16/2019,Saturday,2,16,14:46,14,5,Album,????#NBAAllStar #StateFarmSaturday tips off at 8:00pm/et @nbaontnt! ????,30,72,1,2,"['#NBAAllStar', '#StateFarmSaturday']",['@nbaontnt!']
188,,34725271,2/16/2019,Saturday,2,16,11:20,11,4,Photo,What ya see... @iisuperwomanii @blakegriffin23??,26,48,2,0,[],"['@iisuperwomanii', '@blakegriffin23??']"
189,,34725271,2/15/2019,Friday,2,15,22:31,22,8,Video,@jcollins20_ again??#MTNDEWICERisingStars,28,41,1,1,['#MTNDEWICERisingStars'],['@jcollins20_']
190,,34725271,2/15/2019,Friday,2,15,21:28,21,8,Photo,@traeyoung arrives in @expressmen style! #NBAGameChangers,26,57,2,1,['#NBAGameChangers'],"['@traeyoung', '@expressmen']"
191,,34725271,2/15/2019,Friday,2,15,21:11,21,8,Video,@jcollins20_ x @traeyoung... that @atlhawks connection pregame for #MTNDEWICERisingStars! (??: @nbaontnt),44,105,4,1,['#MTNDEWICERisingStars!'],"['@jcollins20_', '@traeyoung...', '@atlhawks', '@nbaontnt)']"
192,,34725271,2/15/2019,Friday,2,15,20:04,20,7,Video,"THE U.S. TEAM... ahead of #MTNDEWICERisingStars tip (9pm/et, @nbaontnt)! #NBAAllStar",40,84,1,2,"['#MTNDEWICERisingStars', '#NBAAllStar']",['@nbaontnt)!']
193,,34706652,2/15/2019,Friday,2,15,18:39,18,7,Photo,?? the Nike #AIRMAX720 at the back-of-house @finishline Bodega at the #RufflesCelebGame! #SHOESSOFRESH,40,102,1,3,"['#AIRMAX720', '#RufflesCelebGame!', '#SHOESSOFRESH']",['@finishline']
194,,34684589,2/13/2019,Wednesday,2,13,21:56,21,8,Video,"Welcome back, @isaiahthomas! #thatSLOWgrind",25,43,1,1,['#thatSLOWgrind'],['@isaiahthomas!']
195,,34662173,2/12/2019,Tuesday,2,12,22:06,22,8,Photo,@kingjames notches his 5th triple-double of the season for the @lakers with 28p/16a/11r.  #TripleDoubleAlert,35,108,2,1,['#TripleDoubleAlert'],"['@kingjames', '@lakers']"
196,,34633632,2/11/2019,Monday,2,11,21:58,21,8,Video,@giannis_an34 spins for the SLAM in Chicago!,24,44,1,0,[],['@giannis_an34']
197,,34633632,2/11/2019,Monday,2,11,20:50,20,7,Video,@lukadoncic with the handles on @nbatv!,19,39,2,0,[],"['@lukadoncic', '@nbatv!']"
198,,34607577,2/10/2019,Sunday,2,10,22:53,22,8,Video,@dwyanewade with the late block & bucket for the @miamiheat! #OneLastDance,27,74,2,1,['#OneLastDance'],"['@dwyanewade', '@miamiheat!']"
199,,34532553,2/7/2019,Thursday,2,7,19:36,19,7,Album,Who ya got... #TeamLeBron or #TeamGiannis??,21,43,0,2,"['#TeamLeBron', '#TeamGiannis??']",[]
200,,34481163,2/5/2019,Tuesday,2,5,19:55,19,7,Video,@ahmad_monk doing his thing!,15,28,1,0,[],['@ahmad_monk']
201,,34455119,2/4/2019,Monday,2,4,21:22,21,8,Video,Trevor Ariza attacks the rack for the @washwizards!,20,51,1,0,[],['@washwizards!']
202,,34455119,2/4/2019,Monday,2,4,20:38,20,7,Video,@thebledshow breaks out the handles to the bucket! (??: @nbatv),23,63,2,0,[],"['@thebledshow', '@nbatv)']"
203,,34399395,2/3/2019,Sunday,2,3,15:03,15,6,Video,The @okcthunder in transition! #NBAonABC,22,40,1,1,['#NBAonABC'],['@okcthunder']
204,,34399395,2/2/2019,Saturday,2,2,22:50,22,8,Video,@stephencurry30 keeps his dribble alive to the rim! #NBAonABC,29,61,1,1,['#NBAonABC'],['@stephencurry30']
205,,34377538,2/2/2019,Saturday,2,2,19:37,19,7,Video,@stephencurry30 gets loose for tonightís @warriors #NBAonABC action (8:30pm/et)!,34,80,2,1,['#NBAonABC'],"['@stephencurry30', '@warriors']"
206,,34377538,2/1/2019,Friday,2,1,22:47,22,8,Album,@ygtrece & @dwyanewade exchange jerseys in Miami! #ThisIsWhyWePlay #OneLastDance,30,80,2,2,"['#ThisIsWhyWePlay', '#OneLastDance']","['@ygtrece', '@dwyanewade']"
207,,34350383,2/1/2019,Friday,2,1,17:04,17,6,Photo,"January: 43.6 PPG | 8.7 RPG | 7.6 APG ...
@JHarden13 is the first player in @NBAHistory to average at least 40 points, 8 rebounds and 7 assists per game in a calendar month (min. 5 games). ??: ROCKETS/NUGGETS
?: 10:00pm/et ??: ESPN",54,231,2,0,[],"['@JHarden13', '@NBAHistory']"
208,,34350383,2/1/2019,Friday,2,1,12:27,12,5,Album,?? the stat leaders among #NBARooks ahead of tonightís action!,25,62,0,1,['#NBARooks'],[]
209,,34350383,2/1/2019,Friday,2,1,2:04,2,1,Album,Swipe through to recap Thursdayís six games around the NBA!,26,59,0,0,[],[]
210,,34350383,1/31/2019,Thursday,1,31,21:39,21,8,Video,@stephencurry30 finding new ways!,21,33,1,0,[],['@stephencurry30']
211,,34350383,1/31/2019,Thursday,1,31,19:20,19,7,Album,Meet the 2019 Western Conference @nbaallstar Reserves Pool! #NBAAllStar,30,71,1,1,['#NBAAllStar'],['@nbaallstar']
212,,34327364,1/30/2019,Wednesday,1,30,22:47,22,8,Photo,Nikola Jokic secured his 8th triple-double of the season for the @nuggets with 20p/13r/10a! #TripleDoubleAlert,35,110,1,1,['#TripleDoubleAlert'],['@nuggets']
213,,34300664,1/29/2019,Tuesday,1,29,22:00,22,8,Photo,2019 GRAMMYÆ Award-nominated artist and North Carolina native @realcoleworld will take the court in his home state to headline the 2019 #NBAAllStar Game halftime show (Sunday 2/17 @NBAonTNT)!,43,191,2,1,['#NBAAllStar'],"['@realcoleworld', '@NBAonTNT)!']"
214,,34271500,1/29/2019,Tuesday,1,29,18:32,18,7,Video,"(?? ìMiddle Childî by @realcoleworld)
...
Ahead of the #NBAAllStar Draft (2/7 @NBAonTNT)... ?? #NBAAllStar captains @KingJames & @Giannis_An34 in action!",48,153,4,2,"['#NBAAllStar', '#NBAAllStar']","['@realcoleworld)', '@NBAonTNT)...', '@KingJames', '@Giannis_An34']"
215,,34271500,1/28/2019,Monday,1,28,19:50,19,7,Video,@stephencurry30 splits the defense for the @warriors! (??: @nbatv),28,66,3,0,[],"['@stephencurry30', '@warriors!', '@nbatv)']"
216,,34242141,1/28/2019,Monday,1,28,0:59,0,1,Video,?? Is @tobiasharrisí shirt inside out? (repost @laclippers),22,59,2,0,[],"['@tobiasharrisí', '@laclippers)']"
217,,34242141,1/27/2019,Sunday,1,27,23:16,23,8,Video,@rajonrondo switches hands for the @lakers bucket!,21,50,2,0,[],"['@rajonrondo', '@lakers']"
218,,34242141,1/27/2019,Sunday,1,27,20:37,20,7,Video,@ygtrece takes it STRONG for the @okcthunder! (??: ESPN),31,56,2,0,[],"['@ygtrece', '@okcthunder!']"
219,,34242141,1/27/2019,Sunday,1,27,19:55,19,7,Video,@cp3 is back in action for the @houstonrockets!,19,47,2,0,[],"['@cp3', '@houstonrockets!']"
220,,34187648,1/26/2019,Saturday,1,26,15:52,15,6,Video,"?? KYRIE vs. STEPH ??
...
??: @warriors/@celtics
?: 8:30pm/et
??: #NBAonABC",38,75,2,1,['#NBAonABC'],['@warriors/@celtics']
221,,34187648,1/26/2019,Saturday,1,26,12:39,12,5,Album,?? the NBA Standings ahead of tonightís action!,20,47,0,0,[],[]
222,,34187648,1/25/2019,Friday,1,25,22:42,22,8,Video,@callme_nonstop punches it home in Utah!,18,40,1,0,[],['@callme_nonstop']
223,,34187648,1/25/2019,Friday,1,25,21:37,21,8,Video,You gotta box out @milesbridges!!,18,33,1,0,[],['@milesbridges!!']
224,,34156512,1/25/2019,Friday,1,25,17:06,17,6,Video,"James on offense or Kawhi on defense? ...
??: @raptors/@houstonrockets
?: 8:00pm/et
??: @nbaonespn",29,98,3,0,[],"['@raptors/@houstonrockets', '@nbaonespn']"
225,,34156512,1/25/2019,Friday,1,25,15:38,15,6,Video,"@jharden13 was in his ZONE in NYC!
...
??: ìZoneî by @swayyvo|@unitedmasters ...
??: RAPTORS/ROCKETS
?: 8:00pm/et ??: ESPN",45,122,3,0,[],"['@jharden13', '@swayyvo|@unitedmasters']"
226,,34156512,1/25/2019,Friday,1,25,13:00,13,5,Photo,The @houstonrockets host the @raptors in tonightís ESPN action... who ya got?,26,77,2,0,[],"['@houstonrockets', '@raptors']"
227,,34126776,1/24/2019,Thursday,1,24,0:22,0,1,Video,@spidadmitchell euros to the bucket!,19,36,1,0,[],['@spidadmitchell']
228,,34126776,1/23/2019,Wednesday,1,23,22:23,22,8,Photo,@jharden13 puts up a career-high 61 points in @houstonrockets 114-110 W at MSG!,29,79,2,0,[],"['@jharden13', '@houstonrockets']"
229,,34098571,1/23/2019,Wednesday,1,23,16:23,16,6,Video,"The wizardry of the ?? for the @nuggets!
...
??: NUGGETS/JAZZ
?: 10:30pm/et
??: ESPN",39,84,1,0,[],['@nuggets!']
230,,34069136,1/22/2019,Tuesday,1,22,13:15,13,5,Photo,"???? NBA All-Star Draft Show, Feb. 7, 7:00pm/et, @nbaontnt! Team captains will be announced this Thursday (Jan. 24) at 7:00pm/et on @nbaontnt.",42,142,2,0,[],"['@nbaontnt!', '@nbaontnt.']"
231,,34069136,1/21/2019,Monday,1,21,20:08,20,7,Video,"Whatís your fave @stephencurry30 ???? triple celebration? ...
??: LAKERS/WARRIORS
?: 10:30pm/et
??: @nbaontnt",38,109,2,0,[],"['@stephencurry30', '@nbaontnt']"
232,,34039501,1/21/2019,Monday,1,21,19:05,19,7,Video,@iamamirjohnson from the tunnel in Philadelphia!,20,48,1,0,[],['@iamamirjohnson']
233,,34039501,1/21/2019,Monday,1,21,18:32,18,7,Video,@jaren rises up with the left!! (??: @nbaontnt),23,47,2,0,[],"['@jaren', '@nbaontnt)']"
234,,34039501,1/21/2019,Monday,1,21,1:07,1,1,Video,@traeyoung or @44bojan... who had your fave assist of the week? #StateFarmAssists,29,81,2,1,['#StateFarmAssists'],"['@traeyoung', '@44bojan...']"
235,,34009269,1/19/2019,Saturday,1,19,21:00,21,8,Video,@zo scores off the ball fake for the @lakers! #NBAonABC,22,55,2,1,['#NBAonABC'],"['@zo', '@lakers!']"
236,,33977995,1/19/2019,Saturday,1,19,18:48,18,7,Video,Poetry in Motion... @ygtrece for the @okcthunder win! #PhamtomCam,25,65,2,1,['#PhamtomCam'],"['@ygtrece', '@okcthunder']"
237,,33977995,1/19/2019,Saturday,1,19,17:09,17,6,Video,@bensimmons crashes in with the left! #NBAonABC,23,47,1,1,['#NBAonABC'],['@bensimmons']
238,,33977995,1/19/2019,Saturday,1,19,16:44,16,6,Video,"@zo making it easy for his @lakers teammates! #NBABreakdown
...
??: LAKERS/ROCKETS
?: 8:30pm/et
??: #NBAonABC",42,109,2,2,"['#NBABreakdown', '#NBAonABC']","['@zo', '@lakers']"
239,,33977995,1/18/2019,Friday,1,18,21:51,21,8,Album,?? when you get @spidadmitchellís #NBAKicks (repost @nbakicks),31,62,2,1,['#NBAKicks'],"['@spidadmitchellís', '@nbakicks)']"
240,,33977995,1/18/2019,Friday,1,18,21:26,21,8,Video,@dloading ties his career-high (40p) with the clutch jumper to put the @brooklynnets up for good!,30,97,2,0,[],"['@dloading', '@brooklynnets']"
241,,33954123,1/18/2019,Friday,1,18,19:03,19,7,Video,"@stephencurry30 gets it back behind the arc!
...
??: WARRIORS/CLIPPERS
?: 10:30pm/et
??: @nbaonespn",39,99,2,0,[],"['@stephencurry30', '@nbaonespn']"
242,,33954123,1/18/2019,Friday,1,18,11:32,11,4,Album,?? the stat leaders among #NBARooks ahead of tonightís action!,25,62,0,1,['#NBARooks'],[]
243,,33954123,1/18/2019,Friday,1,18,0:00,0,1,Video,Big @ivicazubac powers it in for the @lakers!,24,45,2,0,[],"['@ivicazubac', '@lakers!']"
244,,33928539,1/17/2019,Thursday,1,17,19:21,19,7,Photo,Hey Noah! #ThisIsWhyWePlay,17,26,0,1,['#ThisIsWhyWePlay'],[]
245,,33928539,1/17/2019,Thursday,1,17,15:18,15,6,Video,The @washwizards are ready for GAMETIME in #NBALondon! (??: @nbatv),33,67,2,1,['#NBALondon!'],"['@washwizards', '@nbatv)']"
246,,33928539,1/17/2019,Thursday,1,17,8:01,8,3,Photo,Join us in wishing @dwyanewade of the @miamiheat a HAPPY 37th BIRTHDAY! #NBABDAY,32,80,2,1,['#NBABDAY'],"['@dwyanewade', '@miamiheat']"
247,,33928539,1/16/2019,Wednesday,1,16,23:11,23,8,Photo,@jharden13 follows up his 57 points Monday with 58 tonight!,27,59,1,0,[],['@jharden13']
248,,33928539,1/16/2019,Wednesday,1,16,22:55,22,8,Video,A thrilling finish in Houston as the @brooklynnets prevail in OT!,25,65,1,0,[],['@brooklynnets']
249,,33928539,1/16/2019,Wednesday,1,16,22:20,22,8,Video,@lukadoncicís got range!,18,24,1,0,[],['@lukadoncicís']
250,,33905406,1/16/2019,Wednesday,1,16,16:53,16,6,Photo,Catch @jharden13 in action FREE on NBA League Pass 8:00pm/et tonight!,34,69,1,0,[],['@jharden13']
251,,33905406,1/16/2019,Wednesday,1,16,15:15,15,6,Album,?? ???? The @washwizards & @nyknicks face off for the 2019 #NBALondon game tomorrow at 3:00pm/et on @nbatv!,39,107,3,1,['#NBALondon'],"['@washwizards', '@nyknicks', '@nbatv!']"
252,,33905406,1/15/2019,Tuesday,1,15,21:37,21,8,Video,@hassanwhiteside powers through plus the foul for the @miamiheat!,20,65,2,0,[],"['@hassanwhiteside', '@miamiheat!']"
253,,33879293,1/15/2019,Tuesday,1,15,18:29,18,7,Video,Derrick Rose ?? (18.9 PPG) prepares for @timberwolves action vs. @sixers on @nbatv! ??: 7pm/et,35,94,3,0,[],"['@timberwolves', '@sixers', '@nbatv!']"
254,,33879293,1/15/2019,Tuesday,1,15,1:26,1,1,Album,12 teams in action... six winners Monday night!,22,47,0,0,[],[]
255,,33879293,1/15/2019,Tuesday,1,15,0:11,0,1,Video,Beep Beep.. @boban coming through!,19,34,1,0,[],['@boban']
256,,33879293,1/14/2019,Monday,1,14,23:08,23,8,Video,@_tonyparker09 (8p/4a/3r) walks off with 108-93 @hornets W!,30,59,2,0,[],"['@_tonyparker09', '@hornets']"
257,,33879293,1/14/2019,Monday,1,14,22:44,22,8,Video,When @rudygobert27 gets deep in the paint!,21,42,1,0,[],['@rudygobert27']
258,,33879293,1/14/2019,Monday,1,14,20:59,20,7,Video,@dk2house crushes home the SLAM for the @houstonrockets!,21,56,2,0,[],"['@dk2house', '@houstonrockets!']"
259,,33879293,1/14/2019,Monday,1,14,20:01,20,7,Video,@_kw15 & @repyourwork go through their pregame handle drill in San Antonio (8:30pm/et @nbatv)!,35,94,3,0,[],"['@_kw15', '@repyourwork', '@nbatv)!']"
260,,33842229,1/13/2019,Sunday,1,13,21:25,21,8,Video,@stephencurry30 splashes his 11th triple to break the tie!,22,58,1,0,[],['@stephencurry30']
261,,33842229,1/13/2019,Sunday,1,13,20:33,20,7,Video,@lukadoncic cuts for the SLAM!,22,30,1,0,[],['@lukadoncic']
262,,33811911,1/13/2019,Sunday,1,13,13:56,13,5,Video,@joelembiid with the SWAT & SLAM!,21,33,1,0,[],['@joelembiid']
263,,33785524,1/12/2019,Saturday,1,12,18:18,18,7,Video,@dwyanewade gets to his spot to beat the first-half buzzer! #OneLastDance,28,73,1,1,['#OneLastDance'],['@dwyanewade']
264,,33785524,1/11/2019,Friday,1,11,23:38,23,8,Video,@damianlillard with the block from behind!,19,42,1,0,[],['@damianlillard']
265,,33757252,1/11/2019,Friday,1,11,14:17,14,5,Video,"Ahead of tonightís @pacers action at MSG (7:30pm/et ESPN), we count down @vicoladipoís TOP 5 BLOCKS on big men!",46,111,2,0,[],"['@pacers', '@vicoladipoís']"
266,,33757252,1/11/2019,Friday,1,11,2:02,2,1,Album,"The @spurs, @miamiheat, @nuggets and @sacramentokings are each victorious on Thursday!",23,86,4,0,[],"['@spurs,', '@miamiheat,', '@nuggets', '@sacramentokings']"
267,,33704658,1/9/2019,Wednesday,1,9,0:46,0,1,Video,@klaythompson goes off for 43 to lead the @warriors at home!,23,60,2,0,[],"['@klaythompson', '@warriors']"
268,,33677778,1/7/2019,Monday,1,7,20:55,20,7,Video,@antdavis23 crosses over for the SLAM!,22,38,1,0,[],['@antdavis23']
269,,33648617,1/7/2019,Monday,1,7,15:14,15,6,Album,Check out our IG story as we visit with the @laclippers for #ClippersAllAccess!,25,79,1,1,['#ClippersAllAccess!'],['@laclippers']
270,,33648617,1/6/2019,Sunday,1,6,21:29,21,8,Photo,@russwest44 notches his 12th triple-double of the season for the @okcthunder with 22p/15r/13a. #TripleDoubleAlert,32,113,2,1,['#TripleDoubleAlert'],"['@russwest44', '@okcthunder']"
271,,33616808,1/5/2019,Saturday,1,5,22:25,22,8,Video,@sergeibaka with the SWAT & TRIPLE for the @raptors!,27,52,2,0,[],"['@sergeibaka', '@raptors!']"
272,,33616808,1/5/2019,Saturday,1,5,21:58,21,8,Photo,@bensimmons notches his sixth triple-double of the season for the @sixers with 20p/14r/11a. #TripleDoubleAlert,32,110,2,1,['#TripleDoubleAlert'],"['@bensimmons', '@sixers']"
273,,33616808,1/5/2019,Saturday,1,5,20:04,20,7,Video,@joelembiidís SWAT sparks the @sixers break!,24,44,2,0,[],"['@joelembiidís', '@sixers']"
274,,33589327,1/5/2019,Saturday,1,5,17:45,17,6,Photo,Congrats to @_tonyparker09 of the @hornets for moving up to 17th on the all-time ASSISTS list! #ThisIsWhyWePlay,35,111,2,1,['#ThisIsWhyWePlay'],"['@_tonyparker09', '@hornets']"
275,,33589327,1/5/2019,Saturday,1,5,14:11,14,5,Photo,???? who takes tonightís big EAST matchup? ????,23,47,0,0,[],[]
