,Engagements,Followers at Posting,Date,Day of Week,Day,Month,Time,Hour,Hour_bucket,Type,Description,unique_word_count,character_count,Tag_Number,Hashtag_Number,Tags,Hashtags
1866,535355,34039501,1/21/2019,1,21,1,16:25,16,6,Video,"With this assist to @deandre, @lukadoncic joins @markellefultz as the only teenagers to notch a triple-double!",,110,3,0,"['@deandre,', '@lukadoncic', '@markellefultz']",[]
1867,581510,34039501,1/21/2019,1,21,1,15:28,15,6,Video,"@jrue_holiday11 is averaging a career-highs in points (20.8), assists (8.2), rebounds (4.6) & steals (1.7) for the @pelicansnba! ...
??: PELICANS/GRIZZLIES
?: 5:30pm/et
??: @nbaontnt",,182,3,0,"['@jrue_holiday11', '@pelicansnba!', '@nbaontnt']",[]
1868,335586,34039501,1/21/2019,1,21,1,14:38,14,5,Photo,@therealmobamba arrives styliní for todayís action! #NBAGameChangers,,68,1,1,['@therealmobamba'],['#NBAGameChangers']
1869,637472,34039501,1/21/2019,1,21,1,14:03,14,5,Video,@krisdunn3 ?? @zachlavine8 ??,,29,2,0,"['@krisdunn3', '@zachlavine8']",[]
1870,304981,34039501,1/21/2019,1,21,1,14:01,14,5,Photo,@giannis_an34 x @kostas__ante13! #ThisIsWhyWePlay,,49,2,1,"['@giannis_an34', '@kostas__ante13!']",['#ThisIsWhyWePlay']
1871,581510,34039501,1/21/2019,1,21,1,13:01,13,5,Video,"Showcasing @traeyoungís best assists for the @atlhawks!
...
??: MAGIC/HAWKS
?: 3:00pm/et
??: @nbatv",,99,3,0,"['@traeyoungís', '@atlhawks!', '@nbatv']",[]
1872,648830,34039501,1/21/2019,1,21,1,11:39,11,4,Video,"?? @ygtrece micíd up! ??
...
??: THUNDER/KNICKS
?: 12:30pm/et
??: @nbatv",,72,2,0,"['@ygtrece', '@nbatv']",[]
1873,388527,34039501,1/21/2019,1,21,1,10:51,10,4,Album,"The wise words of Dr. Martin Luther King, Jr. #MLKDay",,53,0,1,[],['#MLKDay']
1874,390083,34039501,1/21/2019,1,21,1,9:33,9,4,Album,Weíve got a full day of NBA hoops on ??! #MLKDay,,48,0,1,[],['#MLKDay']
1875,353093,34039501,1/21/2019,1,21,1,6:15,6,3,Photo,Itís the final day of @nbaallstar voting and your vote counts twice!,,68,1,0,['@nbaallstar'],[]
1876,352066,34039501,1/21/2019,1,21,1,3:05,3,2,Album,?? the NBA stat leaders ahead of Week 15ís action!,,50,0,0,[],[]
1877,745641,34039501,1/20/2019,0,20,1,22:24,22,8,Video,Derrick Rose puts up 29 of his 31 in the second half to lead the @timberwolves!,,79,1,0,['@timberwolves!'],[]
1878,319189,34039501,1/20/2019,0,20,1,22:09,22,8,Album,"The @pacers, @laclippers & @timberwolves each WIN on Sunday!",,60,3,0,"['@pacers,', '@laclippers', '@timberwolves']",[]
1879,745641,34039501,1/20/2019,0,20,1,21:43,21,8,Video,Derrick Rose for the @timberwolves win!!,,40,1,0,['@timberwolves'],[]
1880,680184,34039501,1/20/2019,0,20,1,19:24,19,7,Video,@turner_myles with the denial for the @pacers!,,46,2,0,"['@turner_myles', '@pacers!']",[]
1881,638683,34009269,1/20/2019,0,20,1,14:22,14,5,Video,"In honor of Dr. Martin Luther King, Jr.'s legacy, NBA legends Bernard King, @dominiquewilkins21, @dofficialmutombo, and Vince Carter are on hand to witness the raising of banners reflecting shared values of unity and progress. The NBA celebrates #MLKDay Monday January 21st. #ThisIsWhyWePlay",,291,2,2,"['@dominiquewilkins21,', '@dofficialmutombo,']","['#MLKDay', '#ThisIsWhyWePlay']"
1882,259279,34009269,1/20/2019,0,20,1,9:01,9,4,Album,?? all the angles of @buddylove242ís #TissotBuzzerBeater for the @sacramentokings win! #ThisIsYourTime,,102,2,2,"['@buddylove242ís', '@sacramentokings']","['#TissotBuzzerBeater', '#ThisIsYourTime']"
1883,434811,34009269,1/20/2019,0,20,1,0:40,0,1,Album,Swipe through to recap Saturdayís NBA action!,,45,0,0,[],[]
1884,395156,34009269,1/20/2019,0,20,1,0:28,0,1,Photo,Nikola Jokic notches his sixth triple-double of the season for the @nuggets with 19p/12a/11r!,,93,1,0,['@nuggets'],[]
1885,685744,34009269,1/19/2019,6,19,1,23:55,23,8,Video,"@dwyanewade put up 14 points, 10 rebounds & 7 assists for the @miamiheat in his final game in Chicago! #OneLastDance",,116,2,1,"['@dwyanewade', '@miamiheat']",['#OneLastDance']
1886,416160,34009269,1/19/2019,6,19,1,23:53,23,8,Photo,"@jharden13 passes Elgin Baylor with his 19th consecutive 30-point game... only Wilt Chamberlain (four separate streaks, with the longest being 65 games) has more!",,162,1,0,['@jharden13'],[]
1887,746165,34009269,1/19/2019,6,19,1,23:40,23,8,Video,@jharden13 puts up 48 to lead the @houstonrockets 21-point comeback!,,68,2,0,"['@jharden13', '@houstonrockets']",[]
1888,746165,34009269,1/19/2019,6,19,1,23:37,23,8,Video,@jharden13 (48p/8r/6a/4s) walks off with 21-point @houstonrockets comeback W in OT!,,83,2,0,"['@jharden13', '@houstonrockets']",[]
1889,722177,34009269,1/19/2019,6,19,1,23:08,23,8,Video,@officialeg10 sends us to OT with the 3! #NBAonABC,,50,1,1,['@officialeg10'],['#NBAonABC']
1890,792218,34009269,1/19/2019,6,19,1,23:05,23,8,Video,@jharden13 stops on a dime for the triple! #NBAonABC,,52,1,1,['@jharden13'],['#NBAonABC']
1891,792218,34009269,1/19/2019,6,19,1,22:51,22,8,Video,@jharden13 throws down his 30th point of the night! #NBAonABC,,61,1,1,['@jharden13'],['#NBAonABC']
1892,751736,34009269,1/19/2019,6,19,1,22:49,22,8,Video,Chicago shows love for @dwyanewade! #OneLastDance,,49,1,1,['@dwyanewade!'],['#OneLastDance']
1893,995267,34009269,1/19/2019,6,19,1,22:10,22,8,Video,@kyrieirving keeps the dribble alive and floats it in with the left!,,68,1,0,['@kyrieirving'],[]
1894,691337,34009269,1/19/2019,6,19,1,21:48,21,8,Video,@buddylove242 throws up the #TissotBuzzerBeater for the @sacramentokings win in Detroit! #ThisIsYourTime,,104,2,2,"['@buddylove242', '@sacramentokings']","['#TissotBuzzerBeater', '#ThisIsYourTime']"
1895,658780,34009269,1/19/2019,6,19,1,21:16,21,8,Video,@kuz puts up 20 in the first for the @lakers! #NBAonABC,,55,2,1,"['@kuz', '@lakers!']",['#NBAonABC']
1896,791675,34009269,1/19/2019,6,19,1,20:33,20,7,Video,That #NBAonABC Saturday Primetime Mood!,,39,0,1,[],['#NBAonABC']
1897,745654,34009269,1/19/2019,6,19,1,20:08,20,7,Video,Nik Vucevic elevates for the @orlandomagic!,,43,1,0,['@orlandomagic!'],[]
1898,421095,33977995,1/19/2019,6,19,1,18:46,18,7,Photo,"Will @jharden13 go for 50?
...
??: LAKERS/ROCKETS
?: 8:30pm/et
??: #NBAonABC",,76,1,1,['@jharden13'],['#NBAonABC']
1899,608616,33977995,1/19/2019,6,19,1,18:20,18,7,Video,What a finish in Philadelphia as @ygtrece wins it for the @okcthunder! #NBAonABC,,80,2,1,"['@ygtrece', '@okcthunder!']",['#NBAonABC']
1900,688875,33977995,1/19/2019,6,19,1,17:39,17,6,Video,@_kw15 creates space with the dribble!,,38,1,0,['@_kw15'],[]
1901,724707,33977995,1/19/2019,6,19,1,17:38,17,6,Video,?? @stevenadams down the lane! ?? #NBAonABC,,43,1,1,['@stevenadams'],['#NBAonABC']
1902,667185,33977995,1/19/2019,6,19,1,17:14,17,6,Video,@joelembiid off the dribble! #NBAonABC,,38,1,1,['@joelembiid'],['#NBAonABC']
1903,794448,33977995,1/19/2019,6,19,1,15:06,15,6,Video,"""We have run out of adjectives to describe this historic run!""
...
??: LAKERS/ROCKETS
?: 8:30pm/et
??: #NBAonABC",,112,0,1,[],['#NBAonABC']
1904,667185,33977995,1/19/2019,6,19,1,13:55,13,5,Video,"26.1 PPG, 13 APG & 9.6 RPG over his last 7. @russwest44 hits the floor early for todayís #NBAonABC Saturday Primetime action from Philadelphia (3:30pm/et).",,155,1,1,['@russwest44'],['#NBAonABC']
1905,808604,33977995,1/19/2019,6,19,1,12:34,12,5,Video,"Ruthless, Restless, Russ... What Will He Do Next?
...
??: THUNDER/SIXERS
?: 3:30pm/et
??: #NBAonABC",,99,0,1,[],['#NBAonABC']
1906,338048,33977995,1/19/2019,6,19,1,11:15,11,4,Album,?? the NBA Standings ahead of todayís action!,,45,0,0,[],[]
1907,417937,33977995,1/19/2019,6,19,1,10:06,10,4,Album,Our #NBAonABC Saturday Primetime Action tips off at 3:30pm/et!!,,63,0,1,[],['#NBAonABC']
1908,468217,33977995,1/19/2019,6,19,1,1:35,1,1,Album,Swipe through to recap Fridayís seven games!,,44,0,0,[],[]
1909,797746,33977995,1/19/2019,6,19,1,0:56,0,1,Video,@boogiecousins puts up 14 points & 6 boards in his @warriors debut!!,,68,2,0,"['@boogiecousins', '@warriors']",[]
1910,894361,33977995,1/19/2019,6,19,1,0:32,0,1,Video,@stephencurry30 goes the distance! (??: ESPN),,45,1,0,['@stephencurry30'],[]
1911,788715,33977995,1/18/2019,5,18,1,22:53,22,8,Video,@boogiecousins gets on the board for the @warriors with a BANG! (??: ESPN),,74,2,0,"['@boogiecousins', '@warriors']",[]
1912,690052,33977995,1/18/2019,5,18,1,22:07,22,8,Video,?????? @dloading puts up 40p (8 3FG) & 7 assists to lead the @brooklynnets in Orlando!,,86,2,0,"['@dloading', '@brooklynnets']",[]
1913,847946,33977995,1/18/2019,5,18,1,22:02,22,8,Video,@kyrieirving puts up 38p/11a/7r to lead the @celtics at home!,,61,2,0,"['@kyrieirving', '@celtics']",[]
1914,416419,33977995,1/18/2019,5,18,1,20:28,20,7,Album,I Have A Dream.... teams are wearing custom Nike #MLKDay warmup shirts designed in collaboration with the MLK Foundation and Martin Luther King III this weekend.,,161,0,1,[],['#MLKDay']
1915,586285,33954123,1/18/2019,5,18,1,16:46,16,6,Video,"@karltowns finds @22wiggins out of the double! #NBABreakdown
...
??: SPURS/TWOLVES
?: 8:00pm/et
??: @nbaonespn",,110,3,1,"['@karltowns', '@22wiggins', '@nbaonespn']",['#NBABreakdown']
1916,676852,33954123,1/18/2019,5,18,1,13:41,13,5,Video,"Get ready for an epic Saturday Night!
#NBAonABC Saturday Primetime action tips off TOMORROW at 3:30pm/et! ...
(??: @panicatthedisco)",,132,1,1,['@panicatthedisco)'],['#NBAonABC']
1917,253906,33954123,1/18/2019,5,18,1,9:21,9,4,Album,?? all the angles of @pskills43ís #TissotBuzzerBeater for the @raptors win! #ThisIsYourTime,,91,2,2,"['@pskills43ís', '@raptors']","['#TissotBuzzerBeater', '#ThisIsYourTime']"
1918,388517,33954123,1/18/2019,5,18,1,2:38,2,1,Album,"Earlier tonight, @cp3 hosted his 10th annual Celebrity ?? Invitational!",,71,1,0,['@cp3'],[]
1919,267437,33954123,1/18/2019,5,18,1,1:04,1,1,Album,"The @washwizards, @sixers, @raptors, @hornets, @nuggets and @lakers are each victorious Thursday!",,97,6,0,"['@washwizards,', '@sixers,', '@raptors,', '@hornets,', '@nuggets', '@lakers']",[]
1920,651866,33954123,1/18/2019,5,18,1,0:30,0,1,Video,@kuz puts up 32 in the @lakers OT win in OKC!,,45,2,0,"['@kuz', '@lakers']",[]
1921,696429,33954123,1/17/2019,4,17,1,23:59,23,8,Video,"@stevenadams, too smooth!",,25,1,0,"['@stevenadams,']",[]
1922,756472,33954123,1/17/2019,4,17,1,23:33,23,8,Video,@russwest44 gets it back and punches it home! (??: TNT),,55,1,0,['@russwest44'],[]
1923,645698,33954123,1/17/2019,4,17,1,22:07,22,8,Video,@pskills43 drives and lays in the #TissotBuzzerBeater for the @raptors win! #ThisIsYourTime,,91,2,2,"['@pskills43', '@raptors']","['#TissotBuzzerBeater', '#ThisIsYourTime']"
1924,756472,33954123,1/17/2019,4,17,1,22:01,22,8,Video,The ?? goes behind his back for the @nuggets bucket!,,52,1,0,['@nuggets'],[]
1925,696429,33954123,1/17/2019,4,17,1,21:27,21,8,Video,Get UP @paulmillsap4!,,21,1,0,['@paulmillsap4!'],[]
1926,635292,33954123,1/17/2019,4,17,1,21:20,21,8,Video,@greenranger14 with the spin and dish for the @raptors!,,55,2,0,"['@greenranger14', '@raptors!']",[]
1927,690064,33954123,1/17/2019,4,17,1,21:02,21,8,Video,@jimmybutler gets it to fall with the left for the @sixers! (??: TNT),,69,2,0,"['@jimmybutler', '@sixers!']",[]
1928,696429,33954123,1/17/2019,4,17,1,20:13,20,7,Video,@_kw15 with the fake in transition!,,35,1,0,['@_kw15'],[]
1929,690077,33928539,1/17/2019,4,17,1,19:39,19,7,Video,?? @milesbridges takes off for the @hornets! ??,,47,2,0,"['@milesbridges', '@hornets!']",[]
1930,579533,33928539,1/17/2019,4,17,1,19:32,19,7,Video,?? Listen in to @kuz micíd up ahead of tonightís @lakers @nbaontnt action (9:30pm/et)!,,86,3,0,"['@kuz', '@lakers', '@nbaontnt']",[]
1931,648646,33928539,1/17/2019,4,17,1,18:45,18,7,Video,"@russwest44 arrives in style with a special guest, his son Noah, ahead of tonightís action against the Lakers (9:30pm/et, TNT)! #ThisIsWhyWePlay",,144,1,1,['@russwest44'],['#ThisIsWhyWePlay']
1932,488393,33928539,1/17/2019,4,17,1,17:38,17,6,Video,@vicoladipo prepares for tonightís @nbaontnt action for the 29-14 @pacers! (7pm/et vs. @sixers),,95,4,0,"['@vicoladipo', '@nbaontnt', '@pacers!', '@sixers)']",[]
1933,648646,33928539,1/17/2019,4,17,1,17:02,17,6,Video,@23.savage23 with the block on one end and SLAM on the other! #NBALondon,,72,1,1,['@23.savage23'],['#NBALondon']
1934,535394,33928539,1/17/2019,4,17,1,16:21,16,6,Video,Get familiar with @vicoladipo ahead of tonightís @pacers action (7:00pm/et @nbaontnt) vs. Philadelphia!,,103,3,0,"['@vicoladipo', '@pacers', '@nbaontnt)']",[]
1935,539761,33928539,1/17/2019,4,17,1,14:52,14,5,Video,"43p, 15a, 10r from @bradbeal3 last time out... He hits the floor for the @washwizardsí #NBALondon action! (3:00pm/et @nbatv)",,124,3,1,"['@bradbeal3', '@washwizardsí', '@nbatv)']",['#NBALondon']
1936,548602,33928539,1/17/2019,4,17,1,14:20,14,5,Video,#NBARooks @kknox_23 (career-high 31 PTS last game) & @iso_zo (#NBABDAY today) prepare for their 1st career #NBALondon game! (3:00pm/et @nbatv),,142,3,3,"['@kknox_23', '@iso_zo', '@nbatv)']","['#NBARooks', '#NBABDAY', '#NBALondon']"
1937,388882,33928539,1/17/2019,4,17,1,11:49,11,4,Photo,"Last night in Oakland, the @pelicansnba (19) and @warriors (24) combined for the most three-pointers made in a game with 43!",,124,2,0,"['@pelicansnba', '@warriors']",[]
1938,718375,33928539,1/17/2019,4,17,1,10:06,10,4,Video,"57 points on Monday, 58 points on Wednesday... @jharden13 has been on a scoring tear!",,85,1,0,['@jharden13'],[]
1939,801811,33928539,1/17/2019,4,17,1,3:05,3,2,Video,@stephencurry30 puts up 9 threes to lead the @warriors at home!,,63,2,0,"['@stephencurry30', '@warriors']",[]
1940,452237,33928539,1/17/2019,4,17,1,1:44,1,1,Album,Swipe through to recap tonightís eight games!,,45,0,0,[],[]
1941,745083,33928539,1/17/2019,4,17,1,1:21,1,1,Video,The @warriors (24) and @pelicansnba (19) combine for NBA record 43 3PM!,,71,2,0,"['@warriors', '@pelicansnba']",[]
1942,816785,33928539,1/17/2019,4,17,1,0:45,0,1,Video,The @warriors end the 3rd in a flurry on ESPN!,,46,1,0,['@warriors'],[]
1943,373510,33928539,1/17/2019,4,17,1,0:20,0,1,Photo,@bosnianbeast27 notches his first career triple-double with 10/10/10 for the @trailblazers! #TripleDoubleAlert,,110,2,1,"['@bosnianbeast27', '@trailblazers!']",['#TripleDoubleAlert']
1944,696442,33928539,1/16/2019,3,16,1,23:49,23,8,Video,@sdot1414 goes up & under with the SLAM!,,40,1,0,['@sdot1414'],[]
1945,854893,33928539,1/16/2019,3,16,1,22:34,22,8,Video,@kyrieirving x @kyle_lowry7 after a thrilling finish in Boston! #ThisIsWhyWePlay,,80,2,1,"['@kyrieirving', '@kyle_lowry7']",['#ThisIsWhyWePlay']
1946,847976,33928539,1/16/2019,3,16,1,22:32,22,8,Video,@kyrieirving dishes out a career-high 18 assists in the @celtics W!,,67,2,0,"['@kyrieirving', '@celtics']",[]
1947,829286,33928539,1/16/2019,3,16,1,22:26,22,8,Video,??5??0??????,,12,0,0,[],[]
1948,696919,33928539,1/16/2019,3,16,1,21:48,21,8,Video,@jharden13 goes off for 22 in the 3rd for the @houstonrockets!,,62,2,0,"['@jharden13', '@houstonrockets!']",[]
1949,756486,33928539,1/16/2019,3,16,1,21:41,21,8,Video,?? @giannis_an34 ??,,19,1,0,['@giannis_an34'],[]
1950,763464,33928539,1/16/2019,3,16,1,21:14,21,8,Video,The Fro denies The Beard,,24,0,0,[],[]
1951,921085,33928539,1/16/2019,3,16,1,21:13,21,8,Video,?? @kyrieirving to @gordonhayward (??: ESPN),,44,2,0,"['@kyrieirving', '@gordonhayward']",[]
1952,696442,33928539,1/16/2019,3,16,1,21:04,21,8,Video,@giannis_an34 euros into the SLAM!,,34,1,0,['@giannis_an34'],[]
1953,635304,33928539,1/16/2019,3,16,1,21:03,21,8,Video,@roadtoriches_0 throws it down for the @memgrizz!!,,50,2,0,"['@roadtoriches_0', '@memgrizz!!']",[]
1954,921085,33928539,1/16/2019,3,16,1,20:30,20,7,Video,@kyrieirving dimes it to @alhorford! (??: ESPN),,47,2,0,"['@kyrieirving', '@alhorford!']",[]
1955,635315,33905406,1/16/2019,3,16,1,19:18,19,7,Video,"Bringing the energy for the 33-12 @raptors, @pskills43 ???? gets loose for ESPN action in Boston (8pm/et)",,105,2,0,"['@raptors,', '@pskills43']",[]
1956,698882,33905406,1/16/2019,3,16,1,18:26,18,7,Video,"@kyle_lowry7 taking charges! ...
??: RAPTORS/CELTICS
?: 8:00pm/et
??: ESPN",,74,1,0,['@kyle_lowry7'],[]
1957,596541,33905406,1/16/2019,3,16,1,14:09,14,5,Video,"Joined by the @juniorknicks, the @nyknicks take their team portrait for #NBALondon! #ThisIsWhyWePlay",,100,2,2,"['@juniorknicks,', '@nyknicks']","['#NBALondon!', '#ThisIsWhyWePlay']"
1958,704582,33905406,1/16/2019,3,16,1,13:59,13,5,Video,We went all-access with the @hornets for practice! ?? our story for more! #HornetsAllAccess,,91,1,1,['@hornets'],['#HornetsAllAccess']
1959,665601,33905406,1/16/2019,3,16,1,7:38,7,3,Video,"The @washwizards let a young fan join them, as they take their team portrait for #NBALondon! #ThisIsWhyWePlay",,109,1,2,['@washwizards'],"['#NBALondon!', '#ThisIsWhyWePlay']"
1960,416657,33905406,1/16/2019,3,16,1,1:20,1,1,Album,12 teams in action... 6 winners Tuesday night!,,46,0,0,[],[]
1961,356261,33905406,1/15/2019,2,15,1,23:56,23,8,Photo,@giannis_an34 notches his 4th triple-double of the season for the @bucks with 12/10/10! #TripleDoubleAlert,,106,2,1,"['@giannis_an34', '@bucks']",['#TripleDoubleAlert']
1962,574246,33905406,1/15/2019,2,15,1,23:19,23,8,Video,@kuz & @zo each throw it down early for the @lakers! (??: @nbatv),,65,4,0,"['@kuz', '@zo', '@lakers!', '@nbatv)']",[]
1963,696455,33905406,1/15/2019,2,15,1,23:19,23,8,Video,@klaythompson the dunker!,,25,1,0,['@klaythompson'],[]
1964,756499,33905406,1/15/2019,2,15,1,22:04,22,8,Video,@fearthefro95 in transition! ????,,33,1,0,['@fearthefro95'],[]
1965,796033,33905406,1/15/2019,2,15,1,21:51,21,8,Video,The @warriors toss in 10 triples en route to NBA record 51 first quarter points!,,80,1,0,['@warriors'],[]
1966,829301,33905406,1/15/2019,2,15,1,21:43,21,8,Video,??What a finish to the first quarter in Denver on NBA League Pass ??,,68,0,0,[],[]
1967,763477,33905406,1/15/2019,2,15,1,21:18,21,8,Video,"Derrick Rose gets to the bucket with the left for his 10,000th career point!",,76,0,0,[],[]
1968,635315,33905406,1/15/2019,2,15,1,20:34,20,7,Video,@thebledshow beats everyone down the floor off the block for the @bucks!,,72,2,0,"['@thebledshow', '@bucks!']",[]
1969,690089,33905406,1/15/2019,2,15,1,20:29,20,7,Video,@bensimmons powers down the floor with the left! (??: @nbatv),,61,2,0,"['@bensimmons', '@nbatv)']",[]
1970,434741,33879293,1/15/2019,2,15,1,19:13,19,7,Photo,?? The top 2 in the West meet up free on NBA League Pass! ??,,60,0,0,[],[]
1971,535413,33879293,1/15/2019,2,15,1,15:55,15,6,Video,"Ahead of tonightís @chicagobulls action (10:30pm/et @nbatv), we showcase @laurimarkkanen (16.5ppg, 7.1rpg) in action!",,117,3,0,"['@chicagobulls', '@nbatv),', '@laurimarkkanen']",[]
1972,544377,33879293,1/15/2019,2,15,1,11:52,11,4,Video,@bradbeal3 & @ianou76 show off their ?? skills with ?? star @ains_mn prior to Thursdayís #NBALondon game (3:00pm/et @nbatv),,123,4,1,"['@bradbeal3', '@ianou76', '@ains_mn', '@nbatv)']",['#NBALondon']
1973,544377,33879293,1/15/2019,2,15,1,11:07,11,4,Video,"The @washwizards are gifted ?? jerseys from ?? stars @ains_mn, @adr13nsanmiguel, & @antonio_michail while in London! #NBALondon",,127,4,1,"['@washwizards', '@ains_mn,', '@adr13nsanmiguel,', '@antonio_michail']",['#NBALondon']
1974,599524,33879293,1/15/2019,2,15,1,6:59,6,3,Video,The @nyknicks & @washwizards arrive for #NBALondon 2019! (Thursday at 3:00pm/et on @nbatv),,90,3,1,"['@nyknicks', '@washwizards', '@nbatv)']",['#NBALondon']
1975,708105,33879293,1/15/2019,2,15,1,2:44,2,1,Video,?? @antdavis23 put up 46 points & 16 boards in the @pelicansnba W!,,66,2,0,"['@antdavis23', '@pelicansnba']",[]
1976,851534,33879293,1/15/2019,2,15,1,0:05,0,1,Video,?? a season-high 57 for @jharden13!,,35,1,0,['@jharden13!'],[]
1977,351150,33879293,1/14/2019,1,14,1,23:31,23,8,Photo,"@jharden13 passes @kobebryant with his 17th consecutive 30-point game... only Elgin Baylor (18) and Wilt Chamberlain (four separate streaks, with the longest being 65 games) have more!",,184,2,0,"['@jharden13', '@kobebryant']",[]
1978,351150,33879293,1/14/2019,1,14,1,23:28,23,8,Photo,A season-high 57 points in 34 minutes for @jharden13 in @houstonrockets 112-94 W!,,81,2,0,"['@jharden13', '@houstonrockets']",[]
1979,351150,33879293,1/14/2019,1,14,1,23:20,23,8,Photo,A season-high 57 points in 34 minutes for @jharden13 in @houstonrockets 112-94 W!,,81,2,0,"['@jharden13', '@houstonrockets']",[]
1980,386389,33879293,1/14/2019,1,14,1,22:56,22,8,Photo,Coach Popovich x @_tonyparker09! #ThisIsWhyWePlay,,49,1,1,['@_tonyparker09!'],['#ThisIsWhyWePlay']
1981,764014,33879293,1/14/2019,1,14,1,22:18,22,8,Video,@jharden13 plus the foul from deep!,,35,1,0,['@jharden13'],[]
1982,696467,33879293,1/14/2019,1,14,1,21:41,21,8,Video,@fchwpo down the lane with the LEFT!!,,37,1,0,['@fchwpo'],[]
1983,829884,33879293,1/14/2019,1,14,1,21:15,21,8,Video,?? 36 at the half for @jharden13 ??,,35,1,0,['@jharden13'],[]
1984,696467,33879293,1/14/2019,1,14,1,21:13,21,8,Video,@gmb_chum12 with the emphatic SLAM in Brooklyn!,,47,1,0,['@gmb_chum12'],[]
1985,635327,33879293,1/14/2019,1,14,1,20:52,20,7,Video,@sdinwiddie_2508 hoists from the @brooklynnets logo to beat the horn!,,69,2,0,"['@sdinwiddie_2508', '@brooklynnets']",[]
1986,762684,33879293,1/14/2019,1,14,1,20:50,20,7,Video,A heroís welcome for ???????? champ @_tonyparker09! #ThisIsWhyWePlay,,68,1,1,['@_tonyparker09!'],['#ThisIsWhyWePlay']
1987,635327,33879293,1/14/2019,1,14,1,20:31,20,7,Video,@gtemp17 punches it home for the @memgrizz!,,43,2,0,"['@gtemp17', '@memgrizz!']",[]
1988,432017,33879293,1/14/2019,1,14,1,20:27,20,7,Photo,The ???????? champ returns!,,27,0,0,[],[]
1989,690102,33879293,1/14/2019,1,14,1,19:30,19,7,Video,ìIím shaking.î ???????? @_tonyparker09ís family surprises him from France for his return to San Antonio (8:30pm/et @nbatv)!,,123,2,0,"['@_tonyparker09ís', '@nbatv)!']",[]
1990,581584,33842229,1/14/2019,1,14,1,16:47,16,6,Video,"Ahead of his return to San Antonio (8:30pm/et @nbatv), we showcase @_tonyparker09ís memorable moments with the @spurs! ????????",,127,3,0,"['@nbatv),', '@_tonyparker09ís', '@spurs!']",[]
1991,255618,33842229,1/14/2019,1,14,1,15:07,15,6,Album,"Tipping off #NBALondon 2019 (Thursday at 3pm/et @NBATV), former teammates & #NBA? ? champions @caronbutler & @matrix31 take a cooking class overseas, with a special appearance by @gordongram! (Swipe ??)",,202,4,2,"['@NBATV),', '@caronbutler', '@matrix31', '@gordongram!']","['#NBALondon', '#NBA?']"
1992,648682,33842229,1/14/2019,1,14,1,13:30,13,5,Video,Nikola Jokic or @zo... who had your FAVE ASSIST of the week? #StateFarmAssists,,78,1,1,['@zo...'],['#StateFarmAssists']
1993,313852,33842229,1/14/2019,1,14,1,11:33,11,4,Album,?? the NBA stat leaders ahead of Week 14ís action!,,50,0,0,[],[]
1994,434705,33842229,1/14/2019,1,14,1,0:35,0,1,Album,Swipe through to recap Sundayís 7 games!,,40,0,0,[],[]
1995,680270,33842229,1/13/2019,0,13,1,23:20,23,8,Video,@1ngram4 gets it back for the SLAM from @sviat_10!,,50,2,0,"['@1ngram4', '@sviat_10!']",[]
1996,836733,33842229,1/13/2019,0,13,1,23:00,23,8,Video,@stephencurry30 puts up 48 with 11 threes to lead the @warriors!,,64,2,0,"['@stephencurry30', '@warriors!']",[]
1997,680270,33842229,1/13/2019,0,13,1,22:32,22,8,Video,@damianlillard takes it strong for the @trailblazers!,,53,2,0,"['@damianlillard', '@trailblazers!']",[]
1998,745735,33842229,1/13/2019,0,13,1,20:29,20,7,Video,The @orlandomagic move the ball for a clutch bucket late!,,57,1,0,['@orlandomagic'],[]
1999,680270,33842229,1/13/2019,0,13,1,19:52,19,7,Video,@lukadoncic with the wizardry to set up @dwightpowell!,,54,2,0,"['@lukadoncic', '@dwightpowell!']",[]
2000,628469,33811911,1/13/2019,0,13,1,16:59,16,6,Video,@kevin_huerter with the quick lefty touch pass for the @taureanprince triple!,,77,2,0,"['@kevin_huerter', '@taureanprince']",[]
2001,688950,33811911,1/13/2019,0,13,1,16:23,16,6,Video,Kawhi Leonard (41p/11r/5a/W) and @bradbeal3 (43p/15a/10r) duel in double-OT thriller!,,85,1,0,['@bradbeal3'],[]
2002,573298,33811911,1/13/2019,0,13,1,16:21,16,6,Video,The @washwizards & @raptors go back & forth as @sergeibakaís triple wins it in 2OT!,,83,3,0,"['@washwizards', '@raptors', '@sergeibakaís']",[]
2003,304265,33811911,1/13/2019,0,13,1,16:10,16,6,Photo,@bradbeal3 notches his second triple-double with 43p/15a/10r for the @washwizards! #TripleDoubleAlert,,101,2,1,"['@bradbeal3', '@washwizards!']",['#TripleDoubleAlert']
2004,688950,33811911,1/13/2019,0,13,1,13:37,13,5,Video,@bensimmons with the early elevation at MSG!,,44,1,0,['@bensimmons'],[]
2005,434247,33811911,1/13/2019,0,13,1,1:00,1,1,Album,Swipe through to recap Saturdayís eight games!,,46,0,0,[],[]
2006,377716,33811911,1/12/2019,6,12,1,23:36,23,8,Photo,Congrats to @kkorv26 of the @utahjazz for moving up to 4th on the all-time 3PM list! #ThisIsWhyWePlay,,101,2,1,"['@kkorv26', '@utahjazz']",['#ThisIsWhyWePlay']
2007,745749,33811911,1/12/2019,6,12,1,23:08,23,8,Video,@wendellcarterjr with the two-hand denial!,,42,1,0,['@wendellcarterjr'],[]
